aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_304a_2012_09_09t00_00_07_12z_image_lev1.fits,2012-09-09 00:00:07+00:00,304a,1239780,2012-09-09 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2011_03_03t00_00_08_12z_image_lev1.fits,2011-03-03 00:00:08+00:00,304a,440640,2011-03-03 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_31t00_00_06_84z_image_lev1.fits,2012-08-31 00:00:06+00:00,193a,1226820,2012-08-31 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_23t00_00_07_84z_image_lev1.fits,2011-01-23 00:00:07+00:00,193a,384480,2011-01-23 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_11_14t00_00_07_12z_image_lev1.fits,2012-11-14 00:00:07+00:00,304a,1334520,2012-11-14 00:00:06+00:00,0 days 00:00:01
aia_lev1_211a_2011_02_14t00_00_00_63z_image_lev1.fits,2011-02-14 00:00:00+00:00,211a,416160,2011-02-14 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2011_06_20t00_00_08_12z_image_lev1.fits,2011-06-20 00:00:08+00:00,304a,597600,2011-06-20 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2013_01_01t00_00_11_34z_image_lev1.fits,2013-01-01 00:00:11+00:00,171a,1403640,2013-01-01 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_11t00_00_11_34z_image_lev1.fits,2012-08-11 00:00:11+00:00,171a,1198680,2012-08-11 00:00:12+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_14t00_00_07_84z_image_lev1.fits,2011-01-14 00:00:07+00:00,193a,371520,2011-01-14 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2012_05_29t00_00_00_34z_image_lev1.fits,2012-05-29 00:00:00+00:00,171a,1092960,2012-05-29 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_10_01t00_00_09_09z_image_lev1.fits,2012-10-01 00:00:09+00:00,193a,1271160,2012-10-01 00:00:05+00:00,0 days 00:00:04
aia_lev1_304a_2012_04_22t00_00_08_14z_image_lev1.fits,2012-04-22 00:00:08+00:00,304a,1039680,2012-04-22 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2011_02_21t00_00_00_34z_image_lev1.fits,2011-02-21 00:00:00+00:00,171a,426240,2011-02-21 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2011_04_25t00_00_00_34z_image_lev1.fits,2011-04-25 00:00:00+00:00,171a,516960,2011-04-25 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2011_07_03t00_00_07_84z_image_lev1.fits,2011-07-03 00:00:07+00:00,193a,616320,2011-07-03 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_09_22t00_00_06_84z_image_lev1.fits,2012-09-22 00:00:06+00:00,193a,1258500,2012-09-22 00:00:13+00:00,0 days 00:00:07
aia_lev1_193a_2012_11_02t00_00_06_84z_image_lev1.fits,2012-11-02 00:00:06+00:00,193a,1317240,2012-11-02 00:00:13+00:00,0 days 00:00:07
aia_lev1_171a_2012_07_27t00_00_11_34z_image_lev1.fits,2012-07-27 00:00:11+00:00,171a,1177080,2012-07-27 00:00:08+00:00,0 days 00:00:03
aia_lev1_304a_2012_10_14t00_00_07_12z_image_lev1.fits,2012-10-14 00:00:07+00:00,304a,1289880,2012-10-14 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_07_03t00_00_13_62z_image_lev1.fits,2012-07-03 00:00:13+00:00,171a,1143360,2012-07-03 00:00:13+00:00,0 days 00:00:00
aia_lev1_304a_2012_04_27t00_00_08_12z_image_lev1.fits,2012-04-27 00:00:08+00:00,304a,1046880,2012-04-27 00:00:08+00:00,0 days 00:00:00
aia_lev1_171a_2012_03_28t00_00_00_34z_image_lev1.fits,2012-03-28 00:00:00+00:00,171a,1003680,2012-03-28 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2012_10_07t00_00_11_34z_image_lev1.fits,2012-10-07 00:00:11+00:00,171a,1279800,2012-10-07 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2011_04_29t00_00_00_34z_image_lev1.fits,2011-04-29 00:00:00+00:00,171a,522720,2011-04-29 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_03_24t00_00_07_84z_image_lev1.fits,2012-03-24 00:00:07+00:00,193a,997920,2012-03-24 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2011_05_23t00_00_00_34z_image_lev1.fits,2011-05-23 00:00:00+00:00,171a,557280,2011-05-23 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_06_26t00_00_07_84z_image_lev1.fits,2012-06-26 00:00:07+00:00,193a,1133280,2012-06-26 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_04_14t00_00_08_12z_image_lev1.fits,2012-04-14 00:00:08+00:00,304a,1028160,2012-04-14 00:00:14+00:00,0 days 00:00:06
aia_lev1_193a_2011_02_14t00_00_07_84z_image_lev1.fits,2011-02-14 00:00:07+00:00,193a,416160,2011-02-14 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2011_03_10t00_00_08_12z_image_lev1.fits,2011-03-10 00:00:08+00:00,304a,450720,2011-03-10 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2012_12_27t00_00_06_84z_image_lev1.fits,2012-12-27 00:00:06+00:00,193a,1396440,2012-12-27 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2011_01_20t00_00_08_12z_image_lev1.fits,2011-01-20 00:00:08+00:00,304a,380160,2011-01-20 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2011_04_07t00_00_00_34z_image_lev1.fits,2011-04-07 00:00:00+00:00,171a,491040,2011-04-07 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_12_20t00_00_06_84z_image_lev1.fits,2012-12-20 00:00:06+00:00,193a,1386360,2012-12-20 00:00:06+00:00,0 days 00:00:00
aia_lev1_211a_2011_05_10t00_00_00_62z_image_lev1.fits,2011-05-10 00:00:00+00:00,211a,538560,2011-05-10 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2012_11_25t00_00_07_12z_image_lev1.fits,2012-11-25 00:00:07+00:00,304a,1350360,2012-11-25 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2011_01_15t00_00_08_12z_image_lev1.fits,2011-01-15 00:00:08+00:00,304a,372960,2011-01-15 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2012_10_20t00_00_11_34z_image_lev1.fits,2012-10-20 00:00:11+00:00,171a,1298520,2012-10-20 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2011_01_10t00_00_08_12z_image_lev1.fits,2011-01-10 00:00:08+00:00,304a,365760,2011-01-10 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_10_07t00_00_06_84z_image_lev1.fits,2012-10-07 00:00:06+00:00,193a,1279800,2012-10-07 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_07_15t00_00_06_84z_image_lev1.fits,2012-07-15 00:00:06+00:00,193a,1160640,2012-07-15 00:00:06+00:00,0 days 00:00:00
aia_lev1_211a_2011_03_23t00_00_00_62z_image_lev1.fits,2011-03-23 00:00:00+00:00,211a,469440,2011-03-23 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2011_03_09t00_00_08_12z_image_lev1.fits,2011-03-09 00:00:08+00:00,304a,449280,2011-03-09 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_12_04t00_00_07_12z_image_lev1.fits,2012-12-04 00:00:07+00:00,304a,1363320,2012-12-04 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_07_02t00_00_11_35z_image_lev1.fits,2012-07-02 00:00:11+00:00,171a,1141920,2012-07-02 00:00:13+00:00,0 days 00:00:02
aia_lev1_171a_2012_10_24t00_00_11_34z_image_lev1.fits,2012-10-24 00:00:11+00:00,171a,1304280,2012-10-24 00:00:11+00:00,0 days 00:00:00
aia_lev1_171a_2012_05_18t00_00_00_34z_image_lev1.fits,2012-05-18 00:00:00+00:00,171a,1077120,2012-05-18 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2011_02_23t00_00_08_12z_image_lev1.fits,2011-02-23 00:00:08+00:00,304a,429120,2011-02-23 00:00:14+00:00,0 days 00:00:06
aia_lev1_211a_2011_02_18t00_00_00_62z_image_lev1.fits,2011-02-18 00:00:00+00:00,211a,421920,2011-02-18 00:00:13+00:00,0 days 00:00:13
aia_lev1_211a_2011_04_26t00_00_00_62z_image_lev1.fits,2011-04-26 00:00:00+00:00,211a,518400,2011-04-26 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2012_04_06t00_00_00_34z_image_lev1.fits,2012-04-06 00:00:00+00:00,171a,1016640,2012-04-06 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2011_03_26t00_00_08_12z_image_lev1.fits,2011-03-26 00:00:08+00:00,304a,473760,2011-03-26 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_05_16t00_00_07_84z_image_lev1.fits,2012-05-16 00:00:07+00:00,193a,1074240,2012-05-16 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_09_23t00_00_11_34z_image_lev1.fits,2012-09-23 00:00:11+00:00,171a,1259940,2012-09-23 00:00:13+00:00,0 days 00:00:02
aia_lev1_171a_2012_07_30t00_00_11_34z_image_lev1.fits,2012-07-30 00:00:11+00:00,171a,1181400,2012-07-30 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2012_07_14t00_00_07_13z_image_lev1.fits,2012-07-14 00:00:07+00:00,304a,1159200,2012-07-14 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_04_01t00_00_00_35z_image_lev1.fits,2012-04-01 00:00:00+00:00,171a,1009440,2012-04-01 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2011_05_09t00_00_08_12z_image_lev1.fits,2011-05-09 00:00:08+00:00,304a,537120,2011-05-09 00:00:05+00:00,0 days 00:00:03
aia_lev1_193a_2011_03_05t00_00_07_84z_image_lev1.fits,2011-03-05 00:00:07+00:00,193a,443520,2011-03-05 00:00:07+00:00,0 days 00:00:00
aia_lev1_211a_2011_02_05t00_00_00_63z_image_lev1.fits,2011-02-05 00:00:00+00:00,211a,403200,2011-02-05 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2012_10_03t00_00_06_84z_image_lev1.fits,2012-10-03 00:00:06+00:00,193a,1274040,2012-10-03 00:00:06+00:00,0 days 00:00:00
aia_lev1_304a_2012_08_24t00_00_07_13z_image_lev1.fits,2012-08-24 00:00:07+00:00,304a,1216740,2012-08-24 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_28t00_00_11_34z_image_lev1.fits,2012-08-28 00:00:11+00:00,171a,1222500,2012-08-28 00:00:06+00:00,0 days 00:00:05
aia_lev1_193a_2011_04_11t00_00_07_84z_image_lev1.fits,2011-04-11 00:00:07+00:00,193a,496800,2011-04-11 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2011_05_26t00_00_07_84z_image_lev1.fits,2011-05-26 00:00:07+00:00,193a,561600,2011-05-26 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_20t00_00_08_12z_image_lev1.fits,2012-05-20 00:00:08+00:00,304a,1080000,2012-05-20 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_11_10t00_00_06_84z_image_lev1.fits,2012-11-10 00:00:06+00:00,193a,1328760,2012-11-10 00:00:05+00:00,0 days 00:00:01
aia_lev1_304a_2011_06_19t00_00_08_12z_image_lev1.fits,2011-06-19 00:00:08+00:00,304a,596160,2011-06-19 00:00:05+00:00,0 days 00:00:03
aia_lev1_304a_2012_10_12t00_00_07_12z_image_lev1.fits,2012-10-12 00:00:07+00:00,304a,1287000,2012-10-12 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_03_22t00_00_08_12z_image_lev1.fits,2012-03-22 00:00:08+00:00,304a,995040,2012-03-22 00:00:08+00:00,0 days 00:00:00
aia_lev1_171a_2012_03_16t00_00_00_35z_image_lev1.fits,2012-03-16 00:00:00+00:00,171a,986400,2012-03-16 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2011_07_01t00_00_00_34z_image_lev1.fits,2011-07-01 00:00:00+00:00,171a,613440,2011-07-01 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_11_29t00_00_07_12z_image_lev1.fits,2012-11-29 00:00:07+00:00,304a,1356120,2012-11-29 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2012_06_01t00_00_07_84z_image_lev1.fits,2012-06-01 00:00:07+00:00,193a,1097280,2012-06-01 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2011_03_04t00_00_00_34z_image_lev1.fits,2011-03-04 00:00:00+00:00,171a,442080,2011-03-04 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_08_31t00_00_11_34z_image_lev1.fits,2012-08-31 00:00:11+00:00,171a,1226820,2012-08-31 00:00:07+00:00,0 days 00:00:04
aia_lev1_193a_2011_03_18t00_00_07_84z_image_lev1.fits,2011-03-18 00:00:07+00:00,193a,462240,2011-03-18 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_05_08t00_00_07_84z_image_lev1.fits,2012-05-08 00:00:07+00:00,193a,1062720,2012-05-08 00:00:10+00:00,0 days 00:00:03
aia_lev1_211a_2011_05_02t00_00_00_62z_image_lev1.fits,2011-05-02 00:00:00+00:00,211a,527040,2011-05-02 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2012_05_15t00_00_00_34z_image_lev1.fits,2012-05-15 00:00:00+00:00,171a,1072800,2012-05-15 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_06_05t00_00_07_84z_image_lev1.fits,2012-06-05 00:00:07+00:00,193a,1103040,2012-06-05 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2011_03_17t00_00_00_34z_image_lev1.fits,2011-03-17 00:00:00+00:00,171a,460800,2011-03-17 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_05_29t00_00_08_12z_image_lev1.fits,2012-05-29 00:00:08+00:00,304a,1092960,2012-05-29 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2011_06_29t00_00_00_34z_image_lev1.fits,2011-06-29 00:00:00+00:00,171a,610560,2011-06-29 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_05_30t00_00_00_35z_image_lev1.fits,2012-05-30 00:00:00+00:00,171a,1094400,2012-05-30 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_10_25t00_00_06_84z_image_lev1.fits,2012-10-25 00:00:06+00:00,193a,1305720,2012-10-25 00:00:11+00:00,0 days 00:00:05
aia_lev1_193a_2012_04_23t00_00_07_84z_image_lev1.fits,2012-04-23 00:00:07+00:00,193a,1041120,2012-04-23 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_12_22t00_00_11_34z_image_lev1.fits,2012-12-22 00:00:11+00:00,171a,1389240,2012-12-22 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2011_03_24t00_00_00_35z_image_lev1.fits,2011-03-24 00:00:00+00:00,171a,470880,2011-03-24 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_11_07t00_00_07_12z_image_lev1.fits,2012-11-07 00:00:07+00:00,304a,1324440,2012-11-07 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_10_03t00_00_07_14z_image_lev1.fits,2012-10-03 00:00:07+00:00,304a,1274040,2012-10-03 00:00:06+00:00,0 days 00:00:01
aia_lev1_211a_2011_01_24t00_00_00_63z_image_lev1.fits,2011-01-24 00:00:00+00:00,211a,385920,2011-01-24 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_04_02t00_00_00_34z_image_lev1.fits,2012-04-02 00:00:00+00:00,171a,1010880,2012-04-02 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2011_04_03t00_00_00_34z_image_lev1.fits,2011-04-03 00:00:00+00:00,171a,485280,2011-04-03 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_09_07t00_00_06_84z_image_lev1.fits,2012-09-07 00:00:06+00:00,193a,1236900,2012-09-07 00:00:09+00:00,0 days 00:00:03
aia_lev1_171a_2012_09_11t00_00_11_35z_image_lev1.fits,2012-09-11 00:00:11+00:00,171a,1242660,2012-09-11 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2011_02_03t00_00_08_12z_image_lev1.fits,2011-02-03 00:00:08+00:00,304a,400320,2011-02-03 00:00:09+00:00,0 days 00:00:01
aia_lev1_171a_2012_10_21t00_00_11_34z_image_lev1.fits,2012-10-21 00:00:11+00:00,171a,1299960,2012-10-21 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2012_08_12t00_00_07_12z_image_lev1.fits,2012-08-12 00:00:07+00:00,304a,1200120,2012-08-12 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2012_08_13t00_00_06_84z_image_lev1.fits,2012-08-13 00:00:06+00:00,193a,1201560,2012-08-13 00:00:12+00:00,0 days 00:00:06
aia_lev1_211a_2011_02_02t00_00_00_62z_image_lev1.fits,2011-02-02 00:00:00+00:00,211a,398880,2011-02-02 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2012_08_10t00_00_11_35z_image_lev1.fits,2012-08-10 00:00:11+00:00,171a,1197240,2012-08-10 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2011_02_28t00_00_00_35z_image_lev1.fits,2011-02-28 00:00:00+00:00,171a,436320,2011-02-28 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_03_21t00_00_07_84z_image_lev1.fits,2012-03-21 00:00:07+00:00,193a,993600,2012-03-21 00:00:00+00:00,0 days 00:00:07
aia_lev1_171a_2012_03_12t00_00_00_34z_image_lev1.fits,2012-03-12 00:00:00+00:00,171a,980640,2012-03-12 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2012_11_24t00_00_07_14z_image_lev1.fits,2012-11-24 00:00:07+00:00,304a,1348920,2012-11-24 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_09_23t00_00_06_84z_image_lev1.fits,2012-09-23 00:00:06+00:00,193a,1259940,2012-09-23 00:00:13+00:00,0 days 00:00:07
aia_lev1_171a_2012_03_21t00_00_00_34z_image_lev1.fits,2012-03-21 00:00:00+00:00,171a,993600,2012-03-21 00:00:00+00:00,0 days 00:00:00
aia_lev1_304a_2011_01_29t00_00_08_12z_image_lev1.fits,2011-01-29 00:00:08+00:00,304a,393120,2011-01-29 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2012_05_07t00_00_07_84z_image_lev1.fits,2012-05-07 00:00:07+00:00,193a,1061280,2012-05-07 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2012_11_06t00_00_06_84z_image_lev1.fits,2012-11-06 00:00:06+00:00,193a,1323000,2012-11-06 00:00:14+00:00,0 days 00:00:08
aia_lev1_304a_2011_04_03t00_00_08_12z_image_lev1.fits,2011-04-03 00:00:08+00:00,304a,485280,2011-04-03 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2012_04_18t00_00_00_35z_image_lev1.fits,2012-04-18 00:00:00+00:00,171a,1033920,2012-04-18 00:00:05+00:00,0 days 00:00:05
aia_lev1_171a_2012_11_24t00_00_11_34z_image_lev1.fits,2012-11-24 00:00:11+00:00,171a,1348920,2012-11-24 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_05t00_00_11_34z_image_lev1.fits,2012-08-05 00:00:11+00:00,171a,1190040,2012-08-05 00:00:10+00:00,0 days 00:00:01
aia_lev1_171a_2011_02_05t00_00_00_34z_image_lev1.fits,2011-02-05 00:00:00+00:00,171a,403200,2011-02-05 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2012_03_12t00_00_08_12z_image_lev1.fits,2012-03-12 00:00:08+00:00,304a,980640,2012-03-12 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2011_05_29t00_00_08_12z_image_lev1.fits,2011-05-29 00:00:08+00:00,304a,565920,2011-05-29 00:00:10+00:00,0 days 00:00:02
aia_lev1_171a_2011_05_04t00_00_00_34z_image_lev1.fits,2011-05-04 00:00:00+00:00,171a,529920,2011-05-04 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_06_04t00_00_00_34z_image_lev1.fits,2012-06-04 00:00:00+00:00,171a,1101600,2012-06-04 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2011_04_22t00_00_08_12z_image_lev1.fits,2011-04-22 00:00:08+00:00,304a,512640,2011-04-22 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2011_02_02t00_00_08_12z_image_lev1.fits,2011-02-02 00:00:08+00:00,304a,398880,2011-02-02 00:00:09+00:00,0 days 00:00:01
aia_lev1_304a_2011_03_29t00_00_08_12z_image_lev1.fits,2011-03-29 00:00:08+00:00,304a,478080,2011-03-29 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_05t00_00_07_12z_image_lev1.fits,2012-12-05 00:00:07+00:00,304a,1364760,2012-12-05 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2011_03_11t00_00_09_44z_image_lev1.fits,2011-03-11 00:00:09+00:00,193a,452160,2011-03-11 00:00:09+00:00,0 days 00:00:00
aia_lev1_171a_2011_06_04t00_00_00_34z_image_lev1.fits,2011-06-04 00:00:00+00:00,171a,574560,2011-06-04 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2011_03_11t00_00_08_13z_image_lev1.fits,2011-03-11 00:00:08+00:00,304a,452160,2011-03-11 00:00:09+00:00,0 days 00:00:01
aia_lev1_304a_2012_04_16t00_00_08_12z_image_lev1.fits,2012-04-16 00:00:08+00:00,304a,1031040,2012-04-16 00:00:05+00:00,0 days 00:00:03
aia_lev1_193a_2011_01_21t00_00_07_84z_image_lev1.fits,2011-01-21 00:00:07+00:00,193a,381600,2011-01-21 00:00:05+00:00,0 days 00:00:02
aia_lev1_193a_2012_04_22t00_00_07_84z_image_lev1.fits,2012-04-22 00:00:07+00:00,193a,1039680,2012-04-22 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_11_04t00_00_11_34z_image_lev1.fits,2012-11-04 00:00:11+00:00,171a,1320120,2012-11-04 00:00:14+00:00,0 days 00:00:03
aia_lev1_171a_2012_06_27t00_00_00_34z_image_lev1.fits,2012-06-27 00:00:00+00:00,171a,1134720,2012-06-27 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_09_08t00_00_06_84z_image_lev1.fits,2012-09-08 00:00:06+00:00,193a,1238340,2012-09-08 00:00:09+00:00,0 days 00:00:03
aia_lev1_171a_2012_06_24t00_00_00_35z_image_lev1.fits,2012-06-24 00:00:00+00:00,171a,1130400,2012-06-24 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2012_09_04t00_00_07_12z_image_lev1.fits,2012-09-04 00:00:07+00:00,304a,1232580,2012-09-04 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_03_27t00_00_07_84z_image_lev1.fits,2012-03-27 00:00:07+00:00,193a,1002240,2012-03-27 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2011_04_27t00_00_08_12z_image_lev1.fits,2011-04-27 00:00:08+00:00,304a,519840,2011-04-27 00:00:12+00:00,0 days 00:00:04
aia_lev1_304a_2012_03_19t00_00_08_13z_image_lev1.fits,2012-03-19 00:00:08+00:00,304a,990720,2012-03-19 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_02_24t00_00_07_84z_image_lev1.fits,2011-02-24 00:00:07+00:00,193a,430560,2011-02-24 00:00:05+00:00,0 days 00:00:02
aia_lev1_211a_2011_03_24t00_00_00_63z_image_lev1.fits,2011-03-24 00:00:00+00:00,211a,470880,2011-03-24 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2012_05_25t00_00_07_84z_image_lev1.fits,2012-05-25 00:00:07+00:00,193a,1087200,2012-05-25 00:00:05+00:00,0 days 00:00:02
aia_lev1_211a_2011_03_31t00_00_00_62z_image_lev1.fits,2011-03-31 00:00:00+00:00,211a,480960,2011-03-31 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_04_18t00_00_07_84z_image_lev1.fits,2012-04-18 00:00:07+00:00,193a,1033920,2012-04-18 00:00:05+00:00,0 days 00:00:02
aia_lev1_193a_2011_06_18t00_00_09_16z_image_lev1.fits,2011-06-18 00:00:09+00:00,193a,594720,2011-06-18 00:00:14+00:00,0 days 00:00:05
aia_lev1_304a_2012_06_02t00_00_08_12z_image_lev1.fits,2012-06-02 00:00:08+00:00,304a,1098720,2012-06-02 00:00:06+00:00,0 days 00:00:02
aia_lev1_193a_2011_05_30t00_00_07_84z_image_lev1.fits,2011-05-30 00:00:07+00:00,193a,567360,2011-05-30 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2011_04_01t00_00_07_84z_image_lev1.fits,2011-04-01 00:00:07+00:00,193a,482400,2011-04-01 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_06_17t00_00_00_34z_image_lev1.fits,2012-06-17 00:00:00+00:00,171a,1120320,2012-06-17 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2011_05_16t00_00_00_34z_image_lev1.fits,2011-05-16 00:00:00+00:00,171a,547200,2011-05-16 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_03_26t00_00_07_84z_image_lev1.fits,2012-03-26 00:00:07+00:00,193a,1000800,2012-03-26 00:00:09+00:00,0 days 00:00:02
aia_lev1_211a_2011_05_09t00_00_00_62z_image_lev1.fits,2011-05-09 00:00:00+00:00,211a,537120,2011-05-09 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2011_01_30t00_00_08_12z_image_lev1.fits,2011-01-30 00:00:08+00:00,304a,394560,2011-01-30 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2012_06_04t00_00_07_84z_image_lev1.fits,2012-06-04 00:00:07+00:00,193a,1101600,2012-06-04 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_12_17t00_00_11_34z_image_lev1.fits,2012-12-17 00:00:11+00:00,171a,1382040,2012-12-17 00:00:05+00:00,0 days 00:00:06
aia_lev1_211a_2011_05_01t00_00_00_62z_image_lev1.fits,2011-05-01 00:00:00+00:00,211a,525600,2011-05-01 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2012_04_08t00_00_00_34z_image_lev1.fits,2012-04-08 00:00:00+00:00,171a,1019520,2012-04-08 00:00:13+00:00,0 days 00:00:13
aia_lev1_211a_2011_02_03t00_00_00_62z_image_lev1.fits,2011-02-03 00:00:00+00:00,211a,400320,2011-02-03 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2012_06_20t00_00_08_13z_image_lev1.fits,2012-06-20 00:00:08+00:00,304a,1124640,2012-06-20 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_11_11t00_00_11_34z_image_lev1.fits,2012-11-11 00:00:11+00:00,171a,1330200,2012-11-11 00:00:06+00:00,0 days 00:00:05
aia_lev1_304a_2012_10_13t00_00_07_12z_image_lev1.fits,2012-10-13 00:00:07+00:00,304a,1288440,2012-10-13 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_30t00_00_07_84z_image_lev1.fits,2011-01-30 00:00:07+00:00,193a,394560,2011-01-30 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_06t00_00_06_84z_image_lev1.fits,2012-08-06 00:00:06+00:00,193a,1191480,2012-08-06 00:00:11+00:00,0 days 00:00:05
